Step,owner,tract,rentin,wealth,draft,trees,rentout,livestock,cplots,hhsize,X,Y
16,48,0,0,0.0,1.0,0,0,0.0,3,6,96,14
16,43,0,0,130030.00000000093,2.0,8,0,0.0,5,9,97,28
16,31,0,0,0.0,2.0,1,0,0.0,8,16,101,26
16,46,0,0,0.0,1.0,0,0,0.0,3,6,107,32
16,17,0,0,0.0,2.0,0,0,0.0,8,31,108,2
16,7,0,0,0.0,0.0,0,0,0.0,3,9,108,19
17,5,0,0,0.0,2.0,0,0,0.0,3,17,2,90
17,44,0,0,343239.00000000093,2.0,7,0,39.0,5,7,8,76
17,42,0,0,8888.0,2.0,7,0,0.0,6,8,14,70
17,49,0,0,8006.0,1.0,5,0,0.0,4,6,16,20
17,26,0,0,440.0,2.0,7,0,0.0,7,11,20,40
17,41,0,0,180651.0,2.0,32,0,0.0,27,39,24,60
17,34,0,0,126377.0,2.0,7,0,0.0,7,9,25,41
17,23,0,0,238124.99999999814,2.0,13,0,0.0,6,9,28,20
17,37,0,0,5000.0,2.0,15,0,0.0,10,16,28,26
17,39,0,0,750389.0,0.0,19,0,0.0,20,33,28,45
17,18,0,0,0.0,0.0,18,0,0.0,12,23,30,34
17,47,0,0,37582.0,1.0,6,0,0.0,4,6,32,9
17,25,0,0,190206.0,1.0,7,0,0.0,8,10,34,11
17,0,0,0,275249.99999999255,4.0,40,0,0.0,36,80,36,72
17,2,0,0,14613.0,2.0,10,0,0.0,4,5,38,25
17,28,0,0,26962.999999999884,1.0,0,0,0.0,4,3,39,52
17,29,0,0,49240.999999999534,2.0,0,0,0.0,10,21,44,36
17,35,0,0,179000.0,2.0,10,0,0.0,7,11,44,54
17,15,0,0,198959.99999999627,1.0,24,0,0.0,16,34,45,75
17,4,0,0,4543.999999998137,1.0,10,0,0.0,8,16,46,47
17,3,0,0,305964.0,1.0,10,0,0.0,11,16,49,26
17,1,0,0,0.0,0.0,0,0,0.0,2,7,50,44
17,16,0,0,322573.9999999963,0.0,23,0,0.0,15,22,57,85
17,36,0,0,120840.0,2.0,14,0,0.0,10,20,58,17
17,19,0,0,0.0,2.0,1,0,0.0,13,26,58,25
17,52,0,0,107586.0,1.0,1,0,0.0,4,6,58,54
17,24,0,0,102030.0,0.0,9,0,0.0,5,9,59,69
17,54,0,0,126695.31999999983,0.0,0,0,0.0,3,6,60,6
17,38,0,0,337187.0,1.0,1,0,0.0,18,35,60,58
17,14,0,0,416155.0000000037,0.0,29,0,0.0,20,46,61,44
17,32,0,0,45753.99999999814,0.0,7,0,0.0,4,6,62,14
17,40,0,0,174556.0,2.0,9,0,0.0,6,8,62,33
17,12,0,0,27213.914999999106,2.0,7,0,0.0,9,18,66,76
17,6,0,0,190206.0,0.0,6,0,0.0,5,10,67,7
17,22,0,0,89905.0,0.0,12,0,0.0,7,11,67,75
17,10,0,0,264654.0,2.0,9,0,0.0,9,14,69,69
17,53,0,0,103429.0,1.0,1,0,0.0,4,6,71,84
17,13,0,0,500005.0000000037,1.0,24,0,0.0,18,25,73,37
17,11,0,0,0.0,0.0,9,0,0.0,7,10,75,54
17,51,0,0,107586.0,1.0,5,0,0.0,4,6,76,76
17,33,0,0,12698.0,0.0,0,0,0.0,1,6,76,78
17,50,0,0,0.0,1.0,0,0,0.0,2,6,82,4
17,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
17,20,0,0,42230.0,1.0,13,0,0.0,11,21,87,49
17,30,0,0,2467.0,4.0,0,0,0.0,48,86,87,65
17,9,0,0,13345.0,2.0,12,0,0.0,7,13,91,76
17,27,0,0,7059.999999998137,1.0,9,0,0.0,5,7,93,71
17,8,0,0,0.0,0.0,0,0,0.0,1,3,95,16
17,48,0,0,60016.0,1.0,0,0,0.0,3,6,96,14
17,43,0,0,188209.00000000093,2.0,8,0,0.0,5,9,97,28
17,31,0,0,13384.350000000093,2.0,1,0,0.0,9,16,101,26
17,46,0,0,0.0,1.0,0,0,0.0,3,6,107,32
17,17,0,0,0.0,2.0,0,0,0.0,8,32,108,2
17,7,0,0,0.0,0.0,0,0,0.0,3,9,108,19
18,5,0,0,0.0,2.0,0,0,0.0,3,17,2,90
18,44,0,0,234583.0,2.0,7,0,38.0,5,7,8,76
18,42,0,0,33404.0,2.0,7,0,0.0,6,8,14,70
18,55,0,0,217228.0,0.0,0,0,0.0,2,6,15,61
18,49,0,0,53926.0,1.0,5,0,0.0,4,6,16,20
18,26,0,0,1215.0,2.0,7,0,0.0,7,11,20,39
18,41,0,0,275171.0,0.0,32,0,0.0,27,39,24,60
18,34,0,0,89061.0,2.0,7,0,0.0,7,9,25,41
18,23,0,0,64545.0,2.0,13,0,0.0,6,9,28,20
18,37,0,0,1888.0,2.0,16,0,0.0,10,16,28,26
18,39,0,0,266733.0000000037,1.0,19,0,0.0,20,33,28,45
18,18,0,0,5254.999999996275,0.0,18,0,0.0,12,23,30,33
18,47,0,0,70270.0,1.0,6,0,0.0,4,6,32,9
18,25,0,0,182034.0,1.0,7,0,0.0,8,10,34,11
18,0,0,0,146735.00000000745,4.0,43,0,0.0,36,80,37,72
18,2,0,0,56330.0,2.0,11,0,0.0,4,5,38,25
18,28,0,0,0.0,1.0,0,0,0.0,4,3,40,52
18,29,0,0,0.0,2.0,0,0,0.0,10,21,44,36
18,35,0,0,159515.0,2.0,10,0,0.0,7,11,45,55
18,15,0,0,190670.0,1.0,24,0,0.0,16,34,45,75
18,4,0,0,367796.0,1.0,10,0,0.0,8,16,46,47
18,3,0,0,232.0,1.0,11,0,0.0,11,16,49,26
18,1,0,0,0.0,0.0,0,0,0.0,2,7,50,46
18,19,0,0,8589.75,2.0,1,0,0.0,13,26,57,25
18,16,0,0,203905.00000000373,0.0,26,0,0.0,15,22,57,85
18,36,0,0,56550.0,2.0,15,0,0.0,10,20,58,16
18,52,0,0,3758.0,1.0,5,0,0.0,4,6,58,54
18,24,0,0,188209.00000000186,0.0,9,0,0.0,5,9,59,69
18,38,0,0,672812.5,2.0,1,0,0.0,18,35,60,57
18,14,0,0,102725.0,0.0,29,0,0.0,20,46,61,44
18,54,0,0,0.0,1.0,0,0,0.0,4,6,62,7
18,32,0,0,123930.00000000186,0.0,7,0,0.0,4,6,62,14
18,40,0,0,87064.0,2.0,9,0,0.0,6,8,62,33
18,12,0,0,0.0,2.0,7,0,0.0,9,18,66,76
18,6,0,0,195660.0,0.0,6,0,0.0,5,10,67,7
18,22,0,0,221347.0,0.0,12,0,0.0,7,11,68,75
18,10,0,0,7575.0,2.0,10,0,0.0,9,14,69,69
18,53,0,0,15414.0,1.0,4,0,0.0,4,6,71,84
18,13,0,0,458001.0,1.0,25,0,0.0,18,25,73,37
18,11,0,0,3882.0,0.0,9,0,0.0,7,10,75,54
18,51,0,0,115758.0,1.0,5,0,0.0,4,6,76,76
18,33,0,0,0.0,0.0,0,0,0.0,1,6,76,78
18,50,0,0,0.0,1.0,0,0,0.0,2,6,82,4
18,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
18,20,0,0,95035.0,1.0,14,0,0.0,11,21,86,49
18,30,0,0,2137834.0,3.0,1,0,0.0,48,86,87,64
18,9,0,0,217169.0,2.0,12,0,0.0,7,13,90,75
18,27,0,0,93239.00000000186,1.0,9,0,0.0,5,7,93,71
18,8,0,0,45803.0,0.0,0,0,0.0,1,3,95,16
18,48,0,0,55417.99999999994,1.0,0,0,0.0,3,6,97,14
18,43,0,0,204553.00000000093,2.0,8,0,0.0,5,9,97,28
18,31,0,0,12664.410999999847,2.0,10,0,0.0,9,16,101,26
18,46,0,0,0.0,1.0,0,0,0.0,3,6,107,32
18,17,0,0,0.0,2.0,0,0,0.0,8,32,108,2
18,7,0,0,0.0,0.0,0,0,0.0,3,9,108,19
19,5,0,0,0.0,2.0,0,0,0.0,3,17,2,90
19,44,0,0,35060.0,2.0,7,0,38.0,5,7,8,76
19,42,0,0,1595.0,2.0,7,0,0.0,6,8,14,69
19,49,0,0,14720.0,1.0,5,0,0.0,4,6,16,21
19,55,0,0,207757.74999999988,0.0,0,0,0.0,2,6,16,62
19,26,0,0,229519.0,2.0,7,0,0.0,7,11,20,39
19,41,0,0,481639.0,1.0,32,0,0.0,27,39,24,60
19,34,0,0,2934.9999999981374,2.0,8,0,0.0,7,9,25,41
19,23,0,0,159065.0,2.0,13,0,0.0,6,9,28,20
19,37,0,0,297792.0,2.0,16,0,0.0,10,16,28,26
19,39,0,0,374053.0,2.0,19,0,0.0,20,33,29,45
19,18,0,0,461340.0,0.0,18,0,0.0,12,23,30,33
19,47,0,0,220910.0,1.0,7,0,0.0,4,6,31,12
19,25,0,0,128374.0,1.0,7,0,0.0,8,10,34,11
19,0,0,0,694355.0,4.0,48,0,0.0,36,80,36,71
19,2,0,0,51929.0,2.0,11,0,0.0,4,5,38,25
19,28,0,0,0.0,1.0,0,0,0.0,4,3,40,52
19,29,0,0,0.0,2.0,0,0,0.0,10,21,44,36
19,35,0,0,192203.00000000186,2.0,10,0,0.0,7,11,45,54
19,15,0,0,2255.0,1.0,24,0,0.0,16,34,45,75
19,4,0,0,290330.0,1.0,11,0,0.0,8,16,46,47
19,3,0,0,289620.00000000186,1.0,11,0,0.0,11,16,49,26
19,1,0,0,4158.0,0.0,0,0,0.0,3,7,49,46
19,19,0,0,1142483.25,2.0,1,0,0.0,13,26,57,25
19,16,0,0,319029.99999999255,0.0,26,0,0.0,15,22,57,84
19,36,0,0,5188.0,2.0,15,0,0.0,10,20,58,17
19,52,0,0,84362.99999999977,1.0,5,0,0.0,4,6,58,54
19,38,0,0,2495.0,3.0,1,0,0.0,18,35,60,57
19,24,0,0,204553.0,0.0,9,0,0.0,5,9,60,68
19,32,0,0,85670.0,0.0,8,0,0.0,4,6,62,14
19,40,0,0,157068.0,2.0,9,0,0.0,6,8,62,33
19,14,0,0,391350.0,0.0,29,0,0.0,20,46,62,44
19,54,0,0,119295.49999999988,1.0,0,0,0.0,4,6,63,9
19,6,0,0,24130.0,0.0,6,0,0.0,5,10,67,7
19,12,0,0,240832.0,2.0,7,0,0.0,9,18,67,75
19,22,0,0,184031.00000000373,0.0,12,0,0.0,7,11,68,75
19,10,0,0,310142.0,2.0,10,0,0.0,9,14,69,69
19,53,0,0,62098.0,1.0,4,0,0.0,4,6,71,84
19,13,0,0,0.0,2.0,25,0,0.0,18,25,73,37
19,11,0,0,182034.0,0.0,9,0,0.0,7,10,75,54
19,51,0,0,5574.999999999534,1.0,5,0,0.0,4,6,76,76
19,33,0,0,0.0,0.0,0,0,0.0,1,6,76,78
19,50,0,0,0.0,1.0,0,0,0.0,2,6,82,4
19,21,0,0,0.0,1.0,0,0,0.0,9,12,85,13
19,20,0,0,473385.0,1.0,14,0,0.0,11,21,86,50
19,30,0,0,510704.99999999814,4.0,1,0,0.0,48,86,87,64
19,9,0,0,175020.0,2.0,13,0,0.0,7,13,90,75
19,27,0,0,109583.0,1.0,9,0,0.0,5,7,94,69
19,8,0,0,6288.0,0.0,0,0,0.0,1,3,95,16
19,48,0,0,24236.99999999994,1.0,0,0,0.0,3,6,96,14
19,43,0,0,130030.0,2.0,8,0,0.0,5,9,97,28
19,31,0,0,0.0,2.0,10,0,0.0,9,16,101,26
19,46,0,0,0.0,1.0,0,0,0.0,3,6,107,32
19,17,0,0,0.0,2.0,0,0,0.0,8,32,108,2
19,7,0,0,0.0,0.0,0,0,0.0,3,9,108,19
